Neighborhood,Municipality,Year,Age,Gender,StrugglingMakeEnds,ReceivesSupportFromOthers,VolunteerWork,Caregiver,FragileHealthSocialDomain,HighRiskAnxietyDisorderOrDepression,LowResilience,ModerateControlOverMyOwnLife,VeryMuchStressLast4Weeks,SuicideThoughtsLast12Months,GoodExperiencedHealth,MovementImpairment,HearingImpairment,WeeklyExercising,Lonely_25,SeverelyLonely_26,EmotionallyLonely_27,SociallyLonely_28
Bleiswijk-Oost,Lansingerland,2020,18-24,Male,16.2,12.3,31.8,14.0,10.2,12.8,14.8,64.8,23.8,3.5,79.5,1.6,0.6,62.4,59.2,15.6,32.5,34.0
Bleiswijk-Oost,Lansingerland,2020,18-24,Female,15.9,14.9,29.5,16.9,11.1,14.3,15.6,63.2,26.3,4.4,78.6,3.4,1.2,59.7,62.0,16.6,35.5,36.6
Bleiswijk-Oost,Lansingerland,2021,18-24,Male,16.5,12.3,31.5,13.8,9.3,12.7,15.3,65.0,24.5,3.9,79.6,1.6,0.9,62.4,59.6,15.1,32.1,35.3
Bleiswijk-Oost,Lansingerland,2021,18-24,Female,15.8,15.3,29.5,16.4,11.6,13.9,15.8,63.1,25.7,4.9,78.8,3.2,1.5,59.1,62.0,11.3,35.3,37.4
Bleiswijk-Oost,Lansingerland,2022,18-24,Male,16.1,11.7,31.9,14.2,9.8,12.4,15.4,64.6,24.2,4.1,79.5,2.1,1.4,62.8,60.6,13.3,32.9,36.5
Bleiswijk-Oost,Lansingerland,2022,18-24,Female,15.8,14.8,29.2,16.6,11.8,13.9,15.3,63.1,26.0,4.8,78.8,4.1,1.4,59.6,62.0,15.9,36.5,35.1
Bleiswijk-Oost,Lansingerland,2018,25-34,Male,15.2,10.6,34.3,17.1,9.7,10.7,14.4,68.0,23.3,2.7,77.2,3.5,2.1,60.2,53.7,9.3,28.9,29.6
Bleiswijk-Oost,Lansingerland,2018,25-34,Female,15.6,13.4,31.1,19.2,10.3,13.2,14.7,67.2,24.1,4.2,75.9,5.1,1.6,57.2,57.0,14.7,32.9,33.9
Bleiswijk-Oost,Lansingerland,2019,25-34,Male,14.3,11.0,34.3,16.3,9.4,10.6,14.0,67.6,22.6,3.0,77.2,3.6,1.8,60.4,52.2,11.7,26.4,29.0
Bleiswijk-Oost,Lansingerland,2019,25-34,Female,15.8,13.7,31.2,19.0,10.4,12.7,14.9,67.4,24.2,3.4,75.9,4.6,1.7,56.5,56.8,11.6,31.8,34.0
Bleiswijk-Oost,Lansingerland,2020,25-34,Male,14.7,10.8,33.5,17.1,9.4,10.9,14.2,67.7,23.1,2.8,77.1,3.3,2.1,59.9,54.9,11.1,28.7,33.2
Bleiswijk-Oost,Lansingerland,2020,25-34,Female,15.1,13.4,31.1,19.2,10.8,12.9,15.4,66.6,24.3,3.9,76.6,5.1,0.9,57.4,59.2,15.6,32.9,33.7
Bleiswijk-Oost,Lansingerland,2021,25-34,Male,14.5,10.3,34.3,17.1,9.5,11.2,14.5,67.7,23.4,3.6,77.5,3.7,2.1,60.4,52.3,13.4,27.8,28.6
Bleiswijk-Oost,Lansingerland,2021,25-34,Female,14.9,14.0,31.0,19.6,10.1,13.1,14.6,67.2,24.2,4.0,76.6,4.9,1.2,56.5,56.3,12.7,30.6,33.3
Bleiswijk-Oost,Lansingerland,2022,25-34,Male,14.7,10.9,33.9,17.2,9.7,10.6,14.0,67.1,22.6,3.2,77.2,3.1,1.9,59.7,54.2,14.9,27.9,31.3
Bleiswijk-Oost,Lansingerland,2022,25-34,Female,15.2,14.1,31.0,19.6,10.4,12.6,15.0,67.3,24.6,4.1,76.2,5.4,1.2,57.0,58.7,12.5,31.2,34.5
Bleiswijk-Oost,Lansingerland,2018,35-44,Male,15.1,10.1,37.7,21.4,10.9,9.2,12.7,68.3,21.6,1.5,75.2,7.2,3.6,59.0,49.5,10.5,23.4,27.0
Bleiswijk-Oost,Lansingerland,2018,35-44,Female,14.8,11.8,34.2,23.8,12.0,11.5,14.1,66.9,23.7,2.6,74.0,8.4,3.5,55.0,53.9,9.0,29.5,29.4
Bleiswijk-Oost,Lansingerland,2019,35-44,Male,14.7,9.8,37.4,21.3,10.9,9.2,12.7,68.9,21.6,2.0,75.0,6.5,3.9,58.7,48.3,12.1,22.1,26.9
Bleiswijk-Oost,Lansingerland,2019,35-44,Female,15.1,12.0,35.0,23.9,12.2,12.0,13.7,66.8,23.6,2.0,74.2,8.3,3.5,55.3,53.7,14.5,29.7,30.0
Bleiswijk-Oost,Lansingerland,2020,35-44,Male,15.1,9.4,37.5,21.2,10.6,10.1,12.4,68.1,21.5,1.9,74.9,7.3,3.7,59.0,49.3,10.1,24.6,27.6
Bleiswijk-Oost,Lansingerland,2020,35-44,Female,15.2,12.1,34.8,23.5,12.4,11.7,14.4,66.9,23.9,2.5,74.5,7.9,3.8,55.0,54.0,14.9,30.1,29.2
Bleiswijk-Oost,Lansingerland,2021,35-44,Male,14.7,9.5,37.0,21.2,11.3,9.2,12.1,68.1,21.7,1.9,74.7,6.7,4.2,58.5,50.3,12.2,24.3,29.0
Bleiswijk-Oost,Lansingerland,2021,35-44,Female,14.7,11.7,34.4,23.9,12.5,11.4,14.0,67.7,23.5,2.8,74.0,8.0,3.7,55.4,54.5,13.7,28.6,31.0
Bleiswijk-Oost,Lansingerland,2022,35-44,Male,14.9,9.9,36.8,21.2,11.0,9.4,12.3,68.6,22.0,2.0,75.4,6.5,3.7,58.5,47.6,8.2,23.0,25.4
Bleiswijk-Oost,Lansingerland,2022,35-44,Female,14.6,12.0,35.0,23.9,12.3,11.7,13.8,67.5,23.9,2.0,74.7,8.1,3.4,54.9,54.2,9.4,27.5,29.1
Bleiswijk-Oost,Lansingerland,2018,45-54,Male,13.3,8.8,38.4,24.2,13.4,8.6,12.2,68.6,19.5,2.3,72.1,11.4,7.8,57.5,49.5,13.2,24.0,25.6
Bleiswijk-Oost,Lansingerland,2018,45-54,Female,14.2,12.6,35.8,27.6,14.1,10.7,13.3,67.0,21.3,2.4,71.6,13.4,8.5,53.9,55.9,13.2,26.9,30.5
Bleiswijk-Oost,Lansingerland,2019,45-54,Male,14.1,8.9,38.1,24.1,13.7,8.9,12.2,68.3,19.5,1.8,72.0,11.5,8.1,56.6,52.8,13.9,24.6,29.9
Bleiswijk-Oost,Lansingerland,2019,45-54,Female,14.2,12.2,35.8,27.7,14.6,10.5,13.4,66.9,21.4,2.5,71.6,13.8,8.5,53.9,53.6,10.6,28.2,30.1
Bleiswijk-Oost,Lansingerland,2020,45-54,Male,13.8,8.8,37.8,24.9,13.6,8.3,12.0,68.1,20.2,1.7,72.1,11.9,7.7,56.6,51.0,8.5,23.1,27.9
Bleiswijk-Oost,Lansingerland,2020,45-54,Female,14.2,12.1,36.1,27.6,14.2,11.0,12.5,67.6,21.7,2.8,71.4,14.1,8.4,54.1,54.5,9.8,28.0,28.9
Bleiswijk-Oost,Lansingerland,2021,45-54,Male,13.9,9.1,38.1,24.6,13.3,8.6,12.3,68.4,20.3,1.6,72.2,11.9,8.2,57.0,53.4,9.4,25.1,28.7
Bleiswijk-Oost,Lansingerland,2021,45-54,Female,13.6,12.5,36.1,27.0,14.2,10.0,12.9,67.6,21.7,2.0,71.9,13.3,8.7,53.9,53.9,11.7,26.8,27.2
Bleiswijk-Oost,Lansingerland,2022,45-54,Male,13.6,8.7,38.3,24.4,13.4,8.9,12.4,67.8,19.8,1.9,72.2,11.7,8.4,56.8,50.4,9.8,24.8,28.2
Bleiswijk-Oost,Lansingerland,2022,45-54,Female,13.8,12.1,36.2,26.8,14.3,10.7,12.8,67.3,21.4,2.2,72.0,13.8,8.6,54.1,55.6,13.5,27.1,28.6
Bleiswijk-Oost,Lansingerland,2018,55-64,Male,13.2,9.3,38.6,23.5,16.2,8.1,11.3,66.9,18.1,1.8,69.7,17.1,11.0,54.9,56.6,14.6,24.8,28.8
Bleiswijk-Oost,Lansingerland,2018,55-64,Female,13.4,11.2,36.1,26.5,17.0,9.8,11.8,65.8,18.9,2.2,68.6,18.8,10.6,52.0,60.8,11.8,30.2,31.6
Bleiswijk-Oost,Lansingerland,2019,55-64,Male,13.1,9.3,38.1,23.7,15.8,7.4,11.3,65.9,18.2,1.1,69.8,16.5,11.2,54.8,56.5,14.2,26.0,30.9
Bleiswijk-Oost,Lansingerland,2019,55-64,Female,13.6,11.7,36.6,27.1,16.7,9.4,12.3,65.8,19.6,2.1,68.2,17.8,10.4,52.0,59.7,15.7,28.8,32.3
Bleiswijk-Oost,Lansingerland,2020,55-64,Male,13.6,9.9,38.1,24.1,16.6,7.6,11.9,66.4,17.9,1.5,69.6,16.4,11.1,55.5,55.2,13.1,24.5,28.3
Bleiswijk-Oost,Lansingerland,2020,55-64,Female,13.6,12.2,36.0,26.4,16.9,9.8,12.1,65.6,19.8,1.8,68.5,17.9,10.1,52.1,58.4,16.0,29.6,29.9
Bleiswijk-Oost,Lansingerland,2021,55-64,Male,13.4,9.7,38.0,23.7,16.2,8.0,11.7,66.0,17.9,1.9,69.8,16.7,11.4,55.5,55.1,10.8,23.9,30.6
Bleiswijk-Oost,Lansingerland,2021,55-64,Female,13.3,11.8,36.4,26.8,17.0,10.0,12.1,65.4,19.3,2.2,68.6,18.5,9.8,52.5,60.3,14.1,29.3,32.7
Bleiswijk-Oost,Lansingerland,2022,55-64,Male,13.3,9.4,38.7,23.4,16.4,7.4,11.3,66.8,18.0,1.2,70.0,16.8,11.2,55.7,56.7,14.5,25.4,30.4
Bleiswijk-Oost,Lansingerland,2022,55-64,Female,13.3,12.1,35.8,26.4,17.4,9.5,12.3,65.6,19.4,1.6,68.7,17.9,10.3,52.3,57.4,14.7,28.2,29.8
Westpolder,Lansingerland,2018,18-24,Male,22.1,15.5,25.4,12.7,14.2,16.6,19.1,59.1,28.8,4.8,73.3,7.0,4.4,56.2,62.0,13.0,40.6,39.3
Westpolder,Lansingerland,2018,18-24,Female,21.9,18.3,22.9,15.4,15.8,18.7,20.8,58.6,30.2,4.7,71.7,7.9,4.3,53.5,62.0,17.5,43.2,38.1
Westpolder,Lansingerland,2019,18-24,Male,22.1,15.5,25.1,13.5,14.4,16.3,19.8,59.2,28.8,4.5,73.1,6.3,5.1,56.2,62.0,12.9,39.9,39.8
Westpolder,Lansingerland,2019,18-24,Female,21.6,18.0,22.6,15.1,15.7,19.5,20.3,58.3,29.9,5.2,72.5,8.2,4.8,52.8,62.0,16.0,43.5,39.7
Westpolder,Lansingerland,2020,18-24,Male,22.3,15.0,25.5,12.8,14.6,17.1,19.6,59.9,27.9,4.0,73.3,7.2,4.9,55.7,62.0,13.0,41.2,39.5
Westpolder,Lansingerland,2020,18-24,Female,22.5,18.3,22.7,15.4,15.6,18.8,20.8,58.8,30.1,4.5,71.8,8.5,4.3,53.6,62.0,15.8,41.9,38.0
Westpolder,Lansingerland,2021,18-24,Male,22.1,15.5,25.4,13.3,14.0,16.3,19.9,59.2,28.8,4.4,73.2,6.7,4.2,56.3,62.0,17.0,38.5,40.3
Westpolder,Lansingerland,2021,18-24,Female,22.1,18.3,22.6,15.4,15.7,19.5,20.1,58.6,29.5,4.3,71.9,8.0,4.3,53.1,62.0,16.6,42.3,39.4
Westpolder,Lansingerland,2022,18-24,Male,22.7,15.6,25.6,12.9,14.7,16.8,19.2,59.4,28.0,4.7,73.4,6.4,5.1,55.9,62.0,13.1,38.4,37.3
Westpolder,Lansingerland,2022,18-24,Female,22.2,17.8,23.0,14.9,15.7,19.6,20.4,58.2,29.7,4.8,72.2,8.4,4.3,53.6,62.0,13.1,43.5,40.3
Westpolder,Lansingerland,2018,25-34,Male,20.5,13.0,27.0,16.2,14.7,15.4,18.2,61.8,27.0,3.4,71.2,8.6,5.2,54.1,61.4,17.1,38.1,37.4
Westpolder,Lansingerland,2018,25-34,Female,19.9,14.9,24.9,19.0,15.1,18.2,19.8,60.3,29.7,3.7,70.6,9.9,4.6,51.0,62.0,13.9,41.5,39.9
Westpolder,Lansingerland,2019,25-34,Male,20.5,13.5,26.6,15.9,14.3,15.2,18.2,61.5,27.3,3.1,71.5,8.8,4.6,54.3,62.0,15.6,38.2,38.9
Westpolder,Lansingerland,2019,25-34,Female,20.0,15.7,24.1,19.2,15.2,18.2,19.4,59.9,29.2,3.6,70.3,10.0,4.6,50.4,62.0,11.5,41.6,40.7
Westpolder,Lansingerland,2020,25-34,Male,20.2,13.1,27.1,16.3,14.6,15.7,18.0,62.0,27.3,3.8,71.8,8.5,4.6,54.6,62.0,16.4,37.6,39.2
Westpolder,Lansingerland,2020,25-34,Female,20.2,15.1,24.0,18.8,15.2,17.5,19.3,59.7,29.9,3.8,70.6,10.2,4.8,51.2,62.0,16.7,39.6,40.1
Westpolder,Lansingerland,2021,25-34,Male,20.3,13.5,27.1,16.4,14.8,15.3,18.3,61.1,27.9,3.0,71.7,8.8,4.5,54.6,62.0,15.4,37.3,38.5
Westpolder,Lansingerland,2021,25-34,Female,20.1,15.0,24.3,19.2,15.2,17.3,19.2,59.7,29.5,4.3,70.0,10.2,5.2,50.8,62.0,16.4,38.9,38.7
Westpolder,Lansingerland,2022,25-34,Male,20.7,13.2,26.6,15.9,14.5,15.5,17.9,61.1,27.6,3.0,71.8,8.7,5.0,53.8,62.0,12.1,37.0,38.3
Westpolder,Lansingerland,2022,25-34,Female,20.6,15.4,24.6,19.3,14.8,18.2,19.3,59.8,29.9,4.3,70.6,10.4,5.6,50.7,62.0,16.3,42.0,39.2
Westpolder,Lansingerland,2018,35-44,Male,20.4,13.3,31.1,20.5,15.5,14.0,17.3,62.8,25.9,2.9,69.8,11.9,7.1,52.4,57.3,11.4,33.2,32.2
Westpolder,Lansingerland,2018,35-44,Female,21.3,15.7,27.4,22.2,16.3,16.2,18.3,62.3,27.8,3.5,68.4,13.8,6.0,49.9,62.0,17.4,37.4,38.3
Westpolder,Lansingerland,2019,35-44,Male,20.2,13.1,30.8,20.6,15.3,13.7,17.1,62.5,26.1,3.2,69.4,11.9,6.6,51.7,58.1,11.8,33.0,35.5
Westpolder,Lansingerland,2019,35-44,Female,20.7,16.0,27.4,23.0,17.0,16.3,17.9,62.2,27.6,3.7,68.3,14.3,6.3,49.1,62.0,13.8,38.3,36.9
Westpolder,Lansingerland,2020,35-44,Male,20.3,13.4,30.6,20.0,15.9,14.0,17.6,62.4,26.7,2.8,69.7,12.4,6.9,51.9,57.1,15.1,33.0,32.6
Westpolder,Lansingerland,2020,35-44,Female,20.6,16.5,27.6,22.9,16.6,16.1,18.0,61.5,28.0,2.8,68.4,13.9,6.7,49.0,61.9,13.2,38.5,35.5
Westpolder,Lansingerland,2021,35-44,Male,20.1,13.0,30.6,20.6,15.6,13.9,17.3,63.1,25.8,2.5,69.9,11.6,6.7,51.8,55.6,10.9,32.1,31.8
Westpolder,Lansingerland,2021,35-44,Female,20.6,16.3,28.1,22.8,16.8,16.1,18.2,62.3,28.3,3.7,68.0,13.7,6.5,49.8,61.3,15.3,38.2,36.8
Westpolder,Lansingerland,2022,35-44,Male,20.8,13.2,30.5,20.3,15.8,13.7,17.4,62.6,26.7,2.6,69.4,12.1,7.2,52.3,56.3,11.7,33.7,32.0
Westpolder,Lansingerland,2022,35-44,Female,20.9,16.4,27.2,22.8,16.2,16.2,18.4,61.7,27.5,2.8,68.5,14.3,6.7,49.9,61.9,15.2,37.8,37.2
Westpolder,Lansingerland,2018,45-54,Male,20.1,12.9,32.2,23.0,18.3,12.3,15.9,62.7,23.5,2.6,66.6,16.9,11.1,50.7,57.7,14.4,31.9,33.5
Westpolder,Lansingerland,2018,45-54,Female,21.4,15.7,28.8,25.7,18.7,15.2,16.7,61.5,24.7,2.6,65.1,18.7,10.9,47.6,62.0,12.2,36.6,35.0
Westpolder,Lansingerland,2019,45-54,Male,20.3,13.0,31.7,22.6,18.0,12.6,16.1,62.4,23.6,2.3,66.7,16.9,11.3,50.7,60.8,16.2,33.1,35.5
Westpolder,Lansingerland,2019,45-54,Female,21.1,15.1,29.6,25.2,18.7,14.7,16.1,61.6,24.7,2.6,65.6,18.7,10.7,47.8,61.9,13.5,36.8,35.3
Westpolder,Lansingerland,2020,45-54,Male,20.1,12.4,31.9,22.7,18.0,12.6,15.8,62.4,24.3,2.5,66.3,16.9,10.9,50.6,58.5,11.8,33.1,35.2
Westpolder,Lansingerland,2020,45-54,Female,21.2,15.4,29.1,25.1,18.4,14.7,16.7,61.3,25.1,2.6,66.0,19.0,11.2,47.7,62.0,12.0,36.3,35.4
Westpolder,Lansingerland,2021,45-54,Male,20.5,12.5,31.9,22.7,18.3,12.2,15.7,62.1,23.6,2.1,66.6,16.5,10.8,51.0,59.9,13.7,33.8,35.4
Westpolder,Lansingerland,2021,45-54,Female,21.6,15.5,29.1,25.6,19.0,14.4,16.6,61.0,25.4,2.7,65.6,18.6,11.5,47.4,61.7,12.4,35.6,35.0
Westpolder,Lansingerland,2022,45-54,Male,20.1,13.0,31.6,22.7,17.6,12.6,15.6,62.6,23.6,2.2,66.8,16.6,11.3,50.7,59.0,14.5,33.1,34.1
Westpolder,Lansingerland,2022,45-54,Female,21.1,15.7,29.3,25.5,18.4,14.7,16.1,61.6,24.8,3.0,65.2,18.9,10.7,47.6,62.0,16.8,36.4,37.3
Westpolder,Lansingerland,2018,55-64,Male,19.7,12.2,32.3,22.5,20.3,11.4,15.5,61.6,22.0,2.9,63.2,21.8,14.5,49.0,61.8,13.2,31.9,35.7
Westpolder,Lansingerland,2018,55-64,Female,19.2,15.4,30.0,25.9,21.2,13.2,16.8,60.0,23.4,2.9,62.7,23.5,14.6,46.3,62.0,11.6,35.0,36.0
Westpolder,Lansingerland,2019,55-64,Male,19.9,12.9,31.6,22.8,20.8,10.8,15.5,61.4,21.9,2.2,63.7,21.2,15.2,48.9,62.0,16.1,32.8,34.5
Westpolder,Lansingerland,2019,55-64,Female,19.3,15.0,29.6,25.9,21.6,13.1,17.0,59.9,23.4,3.3,62.2,23.6,14.8,46.8,62.0,13.5,35.5,37.1
Westpolder,Lansingerland,2020,55-64,Male,20.0,12.6,32.5,22.5,20.5,11.5,16.1,61.0,22.1,2.6,63.2,22.2,14.7,48.8,62.0,14.2,33.3,36.4
Westpolder,Lansingerland,2020,55-64,Female,19.6,14.7,29.4,26.2,22.0,12.8,16.8,60.7,23.6,2.7,62.2,23.6,14.0,46.6,62.0,16.0,35.4,37.4
Westpolder,Lansingerland,2021,55-64,Male,20.3,12.6,31.9,22.4,20.5,10.9,15.5,61.7,21.8,2.4,63.2,21.8,14.6,49.7,62.0,13.3,32.5,36.0
Westpolder,Lansingerland,2021,55-64,Female,19.3,14.8,29.6,25.5,21.4,13.4,17.1,60.0,23.3,3.1,62.8,23.7,14.0,46.4,62.0,13.8,35.7,36.1
Westpolder,Lansingerland,2022,55-64,Male,19.7,12.5,31.6,22.9,20.6,11.0,16.0,61.2,21.8,2.4,63.5,21.3,14.4,49.1,62.0,12.8,33.1,36.4
Westpolder,Lansingerland,2022,55-64,Female,19.2,15.0,29.3,26.3,21.5,13.3,16.5,60.4,23.1,2.6,62.2,23.5,14.3,46.9,62.0,17.1,36.7,37.1
Wilderszijde,Lansingerland,2018,18-24,Male,16.2,12.7,27.8,13.1,9.6,12.4,15.8,61.4,24.6,3.4,75.6,2.4,1.6,59.3,61.7,16.6,33.6,38.6
Wilderszijde,Lansingerland,2018,18-24,Female,17.7,15.9,26.0,16.1,10.4,14.9,16.6,60.9,26.8,4.0,75.2,3.9,0.6,56.7,62.0,11.9,37.7,38.2
Wilderszijde,Lansingerland,2019,18-24,Male,16.0,12.5,28.5,13.3,10.5,12.2,16.0,62.0,24.6,3.2,75.2,2.2,1.7,59.0,59.8,11.7,32.6,35.9
Wilderszijde,Lansingerland,2019,18-24,Female,17.9,15.3,25.9,15.4,10.9,14.2,17.0,60.8,27.0,3.5,74.5,3.4,1.3,56.2,62.0,13.7,37.8,39.0
Wilderszijde,Lansingerland,2020,18-24,Male,16.6,12.3,28.0,13.3,9.7,12.2,16.3,61.7,25.1,3.5,75.8,2.0,1.3,59.5,60.1,15.0,32.7,36.4
Wilderszijde,Lansingerland,2020,18-24,Female,18.0,15.3,25.3,15.8,10.8,14.2,16.9,60.1,26.4,4.0,75.1,4.4,1.0,56.0,62.0,13.1,35.0,39.1
Wilderszijde,Lansingerland,2021,18-24,Male,16.4,12.8,28.4,12.9,10.5,11.9,15.7,62.2,25.1,3.8,75.2,2.5,1.3,59.3,61.2,13.0,33.9,37.7
Wilderszijde,Lansingerland,2021,18-24,Female,17.7,15.7,25.4,15.8,10.2,14.7,16.5,60.9,26.3,3.5,74.4,3.4,0.6,55.9,62.0,15.5,36.3,39.0
Wilderszijde,Lansingerland,2022,18-24,Male,16.5,12.3,28.3,12.9,10.1,12.1,15.6,62.2,24.9,3.9,75.3,2.4,1.0,59.0,62.0,13.6,34.0,39.0
Wilderszijde,Lansingerland,2022,18-24,Female,17.4,15.9,25.6,15.9,10.8,14.1,17.0,60.1,26.9,4.3,74.8,4.2,0.4,55.9,62.0,12.5,35.7,37.8
Wilderszijde,Lansingerland,2018,25-34,Male,15.6,10.2,30.1,16.2,9.8,11.4,14.1,63.8,23.3,2.4,73.7,3.9,1.3,56.9,54.2,14.6,28.7,33.7
Wilderszijde,Lansingerland,2018,25-34,Female,16.8,13.4,27.6,18.2,11.1,13.5,14.5,63.3,25.5,3.6,73.3,5.8,0.6,53.3,58.6,11.1,33.7,36.0
Wilderszijde,Lansingerland,2019,25-34,Male,15.4,11.1,30.0,16.3,9.5,11.1,13.3,64.6,23.9,2.7,73.9,4.3,2.0,56.9,55.1,12.6,28.7,35.3
Wilderszijde,Lansingerland,2019,25-34,Female,16.6,13.3,27.0,18.3,11.3,12.8,15.0,63.0,25.3,3.0,73.4,5.8,1.4,53.5,60.0,11.2,32.8,37.8
Wilderszijde,Lansingerland,2020,25-34,Male,15.5,10.4,30.2,15.6,9.2,11.3,14.0,64.2,23.3,3.0,74.2,3.6,1.2,56.8,55.8,12.4,28.4,34.5
Wilderszijde,Lansingerland,2020,25-34,Female,16.3,13.5,27.4,18.3,11.1,13.5,14.4,62.7,25.4,3.7,73.9,6.0,1.0,54.0,58.3,16.4,32.0,36.0
Wilderszijde,Lansingerland,2021,25-34,Male,15.0,10.2,30.5,16.5,9.8,11.4,13.5,64.6,23.2,2.6,73.8,4.0,1.8,56.4,57.0,15.0,30.6,34.2
Wilderszijde,Lansingerland,2021,25-34,Female,16.9,13.3,27.2,18.3,11.4,12.9,14.0,63.3,25.9,3.4,72.9,5.6,0.5,53.5,57.3,12.6,31.1,37.5
Wilderszijde,Lansingerland,2022,25-34,Male,15.8,11.0,29.9,16.5,9.0,11.0,13.3,64.7,23.6,2.7,73.9,3.7,1.5,56.5,54.9,10.1,28.5,34.6
Wilderszijde,Lansingerland,2022,25-34,Female,17.0,13.1,27.1,18.0,11.0,12.8,14.1,63.2,25.0,3.7,73.6,5.8,1.1,53.3,57.6,14.9,31.4,37.7
Wilderszijde,Lansingerland,2018,35-44,Male,14.3,9.8,33.8,20.0,11.5,9.4,13.2,65.1,22.3,2.7,71.6,7.1,4.2,55.0,52.4,11.5,25.1,29.9
Wilderszijde,Lansingerland,2018,35-44,Female,15.7,12.4,31.7,23.5,12.4,11.8,13.4,63.7,23.3,2.7,70.2,8.2,3.0,52.4,52.8,14.2,26.7,30.9
Wilderszijde,Lansingerland,2019,35-44,Male,15.2,10.0,33.6,20.6,11.7,9.3,13.4,65.2,22.5,2.1,71.3,7.4,4.4,55.5,50.1,11.4,24.1,30.1
Wilderszijde,Lansingerland,2019,35-44,Female,15.6,13.0,31.5,22.6,12.5,11.6,14.1,64.0,23.7,3.5,70.6,8.5,3.5,52.7,55.9,15.5,28.5,31.5
Wilderszijde,Lansingerland,2020,35-44,Male,14.7,10.0,33.6,19.7,11.4,9.3,12.9,65.4,22.7,2.7,71.3,6.8,4.2,54.9,50.5,12.2,23.3,29.9
Wilderszijde,Lansingerland,2020,35-44,Female,15.5,12.9,31.1,23.5,12.5,12.0,13.6,64.0,24.1,2.6,70.5,8.8,3.2,52.7,54.9,11.1,28.5,32.9
Wilderszijde,Lansingerland,2021,35-44,Male,15.1,9.9,33.8,19.6,11.4,9.7,12.8,64.6,22.5,2.3,71.4,7.3,3.7,55.1,49.2,13.4,23.9,28.5
Wilderszijde,Lansingerland,2021,35-44,Female,15.4,12.5,30.9,23.3,11.8,11.3,14.0,64.3,24.2,3.1,70.3,8.0,3.7,52.0,55.6,11.3,29.0,33.3
Wilderszijde,Lansingerland,2022,35-44,Male,14.4,10.4,33.4,19.6,11.5,9.4,13.0,64.6,22.8,2.2,71.1,6.5,3.9,54.8,51.5,14.5,26.3,29.5
Wilderszijde,Lansingerland,2022,35-44,Female,16.0,12.4,31.1,23.0,12.5,12.2,13.9,63.8,24.2,2.6,70.6,8.3,3.7,51.8,53.3,14.3,29.2,30.8
Wilderszijde,Lansingerland,2018,45-54,Male,14.2,9.6,35.0,22.4,14.6,9.1,12.2,65.0,20.1,2.2,69.4,11.7,7.8,53.6,54.0,14.2,24.6,29.4
Wilderszijde,Lansingerland,2018,45-54,Female,14.0,11.7,32.2,25.0,14.8,10.7,12.5,63.3,22.2,3.0,68.2,13.5,7.8,49.8,55.1,13.2,28.0,32.9
Wilderszijde,Lansingerland,2019,45-54,Male,13.9,9.7,34.5,23.1,14.0,9.1,11.9,64.7,19.4,2.1,68.8,12.1,8.3,53.5,54.1,12.4,26.4,31.3
Wilderszijde,Lansingerland,2019,45-54,Female,14.2,11.6,32.7,24.9,14.5,10.7,12.8,63.5,21.8,2.4,68.4,14.0,8.4,50.3,58.0,10.9,29.0,34.3
Wilderszijde,Lansingerland,2020,45-54,Male,13.8,10.0,35.2,22.8,13.8,8.8,12.3,65.1,19.5,2.6,69.2,12.0,8.0,53.4,52.5,13.4,24.8,29.6
Wilderszijde,Lansingerland,2020,45-54,Female,14.4,11.8,32.7,24.5,14.7,11.2,13.2,64.1,22.0,2.5,68.2,14.1,8.0,49.7,55.2,13.2,29.0,31.9
Wilderszijde,Lansingerland,2021,45-54,Male,14.1,9.8,35.0,22.3,13.8,9.4,12.2,64.4,20.2,1.9,69.4,12.4,8.6,53.4,54.9,12.5,26.3,32.4
Wilderszijde,Lansingerland,2021,45-54,Female,13.9,12.3,32.4,25.2,14.7,11.5,13.1,64.1,21.8,3.1,68.3,13.5,8.3,49.6,55.1,14.6,29.8,30.4
Wilderszijde,Lansingerland,2022,45-54,Male,14.4,10.0,35.1,22.9,13.7,8.5,12.2,64.9,20.2,2.6,69.0,11.9,8.1,53.1,53.4,10.7,23.8,29.3
Wilderszijde,Lansingerland,2022,45-54,Female,14.0,12.0,32.3,24.5,14.6,11.2,12.7,63.2,21.4,3.0,68.7,13.6,7.8,49.6,55.9,11.5,27.0,32.0
Wilderszijde,Lansingerland,2018,55-64,Male,13.8,9.2,34.0,22.4,16.1,7.3,11.7,63.0,17.8,2.0,66.4,16.6,11.4,51.2,55.5,11.1,24.3,31.2
Wilderszijde,Lansingerland,2018,55-64,Female,14.0,11.7,31.2,24.7,17.1,9.0,12.3,62.0,19.2,1.7,64.9,18.6,10.9,48.5,58.7,14.0,26.7,36.0
Wilderszijde,Lansingerland,2019,55-64,Male,13.4,10.0,33.8,22.8,16.1,7.2,11.9,63.6,17.8,1.4,66.3,16.7,11.1,51.4,58.2,11.7,25.5,33.3
Wilderszijde,Lansingerland,2019,55-64,Female,14.0,11.6,32.0,25.1,17.5,9.7,12.8,62.0,19.9,1.5,65.1,17.9,11.1,48.0,62.0,11.8,31.5,35.9
Wilderszijde,Lansingerland,2020,55-64,Male,14.0,9.1,33.8,22.4,15.8,7.2,11.2,63.4,17.9,2.2,65.8,16.9,11.8,51.5,55.0,12.5,23.9,33.4
